,108.956
4209,109.161
4210,107.54
4211,109.207
4212,109.178
4213,109.137
4214,109.209
4215,109.209
4216,109.292
4217,109.149
4218,109.174
4219,109.201
4220,109.217
4221,109.245
4222,109.206
4223,109.188
4224,107.899
4225,109.066
4226,109.196
4227,109.123
4228,109.155
4229,109.209
4230,109.142
4231,109.116
4232,109.089
4233,109.079
4234,109.246
4235,106.591
4236,109.215
4237,108.832
4238,109.185
4239,109.189
4240,108.998
4241,109.028
4242,109.145
4243,109.161
4244,109.235
4245,109.184
4246,109.213
4247,109.2
4248,109.226
4249,109.182
4250,109.182
4251,109.144
4252,109.16
4253,109.227
4254,109.227
4255,109.134
4256,102.059
4257,102.059
4258,109.075
4259,109.124
4260,109.083
4261,109.178
4262,109.251
4263,109.223
4264,109.185
4265,109.245
4266,107.504
4267,109.22
4268,109.193
4269,109.214
4270,109.214
4271,109.145
4272,109.248
4273,109.248
4274,107.503
4275,109.229
4276,109.151
4277,109.203
4278,109.086
4279,109.188
4280,107.535
4282,107.361
4283,109.084
4284,109.084
4285,104.833
4286,104.833
4287,109.146
4288,107.398
4289,107.398
4290,109.122
4291,109.19
4292,108.323
4293,109.208
4294,109.208
4295,109.208
4296,109.208
4297,107.186
4298,109.244
4299,109.147
4300,109.121
4301,109.145
4302,109.164
4303,107.892
4306,109.189
4307,106.018
4308,109.16
4309,100.889
4310,109.232
4311,109.194
4312,109.175
4313,109.171
4314,109.039
4315,109.163
4316,109.239
4317,109.071
4318,109.228
4319,109.263
4320,109.218
4321,109.156
4323,106.107
4324,102.487
4325,109.174
4326,109.179
4327,109.24
4328,109.219
4329,109.054
4330,108.594
4331,108.715
4332,109.203
4333,109.2
4334,109.207
4335,109.17
4336,109.178
4337,107.532
4338,109.213
4339,109.017
4340,109.132
4341,109.184
4342,109.204
4343,109.155
4344,109.164
4345,103.994
4346,109.096
4347,109.236
4348,109.19
4349,109.158
4350,109.116
4351,109.242
4352,109.193
4353,109.166
4354,109.186
4355,109.189
4356,109.206
4357,109.125
4358,109.242
4359,109.155
4360,109.24
4361,109.142
4362,109.188
4363,109.068
4364,109.128
4365,108.465
4366,109.127
4367,109.132
4368,109.223
4369,109.212
4370,109.146
4371,109.118
4372,109.095
4373,109.143
4374,109.143
4376,109.186
4377,109.191
4378,109.123
4379,109.251
4380,109.179
4382,109.115
4383,109.115
4384,109.072
4385,109.161
4386,109.176
4387,108.961
4388,109.117
4389,106.53
4390,107.154
4391,108.99
4392,108.005
4393,109.228
4394,109.258
4395,109.13
4396,109.259
4397,109.158
4398,109.154
4399,109.176
4400,109.096
4401,109.148
4402,109.129
4403,108.145
4404,109.158
4406,109.117
4407,109.156
4408,109.143
4409,109.124
4410,109.201
4411,109.158
4412,109.118
4413,109.222
4414,109.241
4415,109.223
4416,109.243
4417,109.232
4418,109.226
4419,109.195
4420,109.195
4421,109.165
4422,109.189
4423,109.237
4424,109.276
4425,109.094
4426,101.358
4427,109.123
4428,109.143
4429,109.266
4432,109.087
4433,109.18
4434,109.142
4435,109.144
4436,109.144
4437,109.222
4438,109.172
4439,109.214
4440,109.201
4441,109.216
4442,109.251
4443,109.254
4444,109.127
4445,109.234
4446,109.249
4447,109.227
4448,109.225
4449,109.225
4450,109.288
4451,109.164
4452,109.179
4453,105.656
4454,106.209
4455,109.05
4458,107.399
4459,109.262
4460,109.212
4461,109.201
4462,109.213
4463,109.215
4464,109.175
4465,108.084
4466,109.244
4467,109.143
4468,109.252
4469,109.263
4470,109.255
4471,109.255
4472,109.212
4473,109.149
4474,109.053
4475,109.061
4476,109.148
4477,109.201
4478,109.161
4479,109.274
4480,109.25
4481,109.199
4482,109.23
4483,109.233
4484,109.188
4485,109.143
4486,109.16
4487,108.97
4488,109.251
4489,109.244
4490,109.182
4491,109.181
4492,109.236
4493,109.172
4494,107.839
4495,109.244
4496,109.059
4497,109.07
4498,109.218
4499,109.141
4500,109.176
4501,109.22
4502,109.162
4503,109.178
4504,109.092
4505,109.152
4506,109.269
4507,109.189
4508,107.201
4509,109.056
4510,109.171
4511,109.112
4512,109.044
4513,107.497
4515,109.249
4516,109.229
4517,109.227
4518,109.216
4519,108.887
4520,107.244
4521,109.177
4522,109.178
4523,109.193
4524,108.992
4525,109.229
4526,109.189
4527,109.213
4528,109.213
4529,109.115
4530,109.187
4531,109.243
4532,109.28
4533,109.22
4534,109.196
4535,109.156
4536,109.043
4537,109.186
4538,109.178
4539,109.237
4540,109.168
4541,107.459
4542,107.379
4543,109.194
4544,109.215
4545,109.159
4546,109.164
4547,108.775
4548,106.816
4549,108.396
4550,103.957
4551,109.216
4552,109.074
4553,109.206
4554,109.261
4555,109.228
4556,101.477
4557,109.139
4558,109.119
4559,109.219
4560,109.095
4561,109.154
4562,109.154
4563,109.031
4564,109.103
4565,109.139
4566,109.295
4567,109.32
4569,109.181
4570,109.177
4571,109.19
4572,109.183
4573,109.209
4574,109.21
4575,109.187
4576,109.146
4577,109.176
4578,109.07
4579,109.234
4580,103.238
4581,109.114
4582,108.876
4583,104.541
4584,108.613
4585,109.254
4586,109.254
4587,109.184
4588,109.156
4589,109.175
4590,109.175
4591,109.217
4592,109.222
4593,109.171
4594,109.133
4595,109.261
4596,109.143
4597,109.177
4598,109.199
4599,109.221
4600,109.208
4601,108.995
4602,109.228
4603,109.2
4604,109.168
4605,109.187
4606,109.182
4607,109.147
4608,109.137
4609,109.142
4610,107.477
4612,109.069
4613,109.177
4614,109.187
4615,109.264
4616,109.197
4617,109.195
4619,109.136
4620,109.199
4621,109.229
4622,109.208
4623,109.273
4624,109.012
4625,109.248
4626,109.286
4627,109.112
4628,109.077
4629,109.152
4630,109.264
4631,109.207
4632,109.262
4633,108.962
4634,109.129
4635,109.199
4636,109.148
4637,109.121
4638,109.237
4639,109.025
4640,109.136
4641,109.225
4642,109.194
4643,109.204
4644,109.149
4645,109.224
4646,109.21
4647,109.179
4648,109.179
4649,109.202
4650,109.171
4651,109.159
4652,109.18
4653,109.231
4654,109.184
4655,105.703
4656,109.208
4657,109.178
4658,109.145
4659,109.145
4660,109.169
4661,109.2
4662,109.247
4663,108.987
4664,107.338
4665,109.183
4666,109.154
4667,109.154
4668,108.904
4669,109.179
4670,109.125
4671,109.202
4672,108.925
4673,109.103
4674,109.039
4675,109.195
4676,109.156
4677,109.148
4678,109.241
4680,109.191
4681,109.167
4682,109.192
4683,109.134
4684,109.232
4685,109.232
4686,109.186
4687,109.142
4688,109.142
4689,109.107
4690,109.159
4691,109.194
4692,109.169
4693,109.159
4694,109.212
4695,109.12
4696,109.202
4697,109.153
4698,102.327
4699,109.245
4700,109.148
4701,109.148
4702,109.24
4703,108.978
4704,109.164
4705,109.177
4706,109.151
4707,109.127
4708,109.124
4709,109.035
4710,109.189
4711,109.25
4712,109.191
4714,104.494
4715,107.026
4716,109.238
4717,109.183
4718,109.183
4719,109.185
4720,109.195
4721,109.289
4722,109.28
4723,109.212
4724,109.304
4725,109.192
4726,109.149
4727,109.176
4728,107.457
4729,109.2
4730,109.104
4731,109.182
4732,101.33
4733,109.232
4734,109.255
4735,109.202
4736,109.088
4737,109.277
4738,107.46
4739,109.103
4740,107.469
4742,109.172
4743,108.882
4744,109.154
4745,109.21
4746,109.279
4747,109.153
4748,109.217
4750,109.157
4751,109.169
4752,109.257
4753,109.17
4754,109.161
4755,109.12
4756,109.138
4757,109.215
4758,109.239
4759,109.178
4760,109.06
4761,109.212
4762,109.24
4763,109.194
4764,109.297
4765,109.228
4766,109.105
4767,109.12
4769,109.202
4770,109.212
4771,109.256
4772,109.153
4773,109.176
4774,109.218
4775,109.198
4776,109.175
4777,108.975
4779,109.249
4780,109.249
4781,109.221
4782,109.181
4783,109.181
4784,109.181
4785,109.109
4786,109.21
4787,109.228
4788,102.769
4789,102.769
4790,109.164
4791,109.203
4792,109.166
4793,109.102
4794,101.123
4795,108.058
4796,109.265
4797,109.209
4798,109.155
4799,109.165
4800,109.213
4801,107.146
4803,109.19
4804,109.179
4805,109.186
4806,109.186
4807,109.061
4808,109.19
4809,109.007
4810,109.166
4811,109.213
4812,109.201
4813,109.176
4814,109.261
4815,109.159
4816,109.195
4817,109.227
4818,109.264
4819,109.276
4820,109.05
4821,109.206
4822,109.234
4823,109.126
4824,109.1
4825,109.075
4826,109.14
4827,109.214
4828,108.926
4829,109.185
4830,109.178
4831,109.237
4832,109.257
4833,109.165
4834,109.25
4835,107.51
4836,109.119
4837,109.236
4838,109.188
4839,109.132
4840,109.171
4841,109.168
4842,109.138
4843,109.171
4844,109.193
4845,109.121
4846,107.412
4847,109.14
4848,109.081
4849,109.142
4850,108.944
4851,109.106
4852,109.135
4853,109.135
4854,109.135
4855,107.434
4856,109.234
4857,109.251
4859,107.336
4860,109.274
4861,109.224
4862,109.084
4863,109.218
4864,104.7
4865,109.176
4866,109.216
4867,104.467
4868,109.21
4869,109.169
4870,109.174
4871,109.179
4872,109.203
4873,109.097
4874,109.057
4875,105.37
4876,109.073
4877,109.171
4878,109.189
4879,109.156
4880,109.207
4881,109.09
4882,107.017
4883,109.113
4884,109.147
4885,109.17
4886,109.13
4887,109.186
4888,101.517
4889,109.225
4890,109.271
4891,109.18
4892,109.125
4893,109.202
4894,109.14
4895,109.223
4896,109.238
4897,109.214
4898,109.241
4899,109.188
4900,109.132
4901,109.048
4902,103.488
4903,109.029
4904,109.22
4907,109.127
4908,107.098
4909,109.089
4910,109.156
4911,109.279
4912,109.235
4913,105.747
4914,109.16
4915,109.233
4916,109.108
4917,109.13
4918,109.243
4919,107.381
4920,109.193
4921,109.203
4922,109.187
4923,107.414
4924,109.198
4925,109.23
4926,109.153
4927,109.129
4928,109.115
4929,109.196
4930,106.905
4931,107.202
4932,109.02
4933,109.148
4934,109.172
4935,106.766
4936,106.884
4937,109.201
4938,109.101
4939,109.163
4940,109.286
4941,109.165
4942,106.654
4943,106.132
4944,109.195
4945,107.273
4946,109.169
4947,109.18
4949,107.417
4950,109.226
4951,109.143
4952,109.132
4953,109.181
4954,109.235
4955,109.159
4956,109.151
4957,105.309
4958,109.045
4959,109.185
4960,109.287
4961,109.116
4962,109.199
4963,109.23
4964,103.971
4965,109.16
4966,109.146
4967,108.985
4968,105.805
4970,107.633
4971,109.111
4972,109.08
4973,102.534
4974,109.214
4975,107.394
4976,109.15
4978,106.974
4979,109.229
4980,107.459
4981,109.089
4982,107.058
4984,109.164
4985,109.171
4986,109.189
4987,109.206
4988,109.211
4989,104.946
4990,104.946
4991,109.145
4992,109.202
4993,109.165
4994,109.258
4995,109.248
4996,109.224
4997,109.216
4998,109.163
4999,109.181
5000,107.544
5001,109.226
5002,109.235
5003,107.081
5004,109.144
5005,109.155
5006,107.307
5007,109.199
5008,109.184
5009,109.225
5010,109.163
5011,109.193
5012,108.588
5013,103.95
5014,106.909
5015,109.184
5016,109.244
5017,109.204
5018,109.26
5020,109.178
5021,109.127
5022,109.23
5023,109.268
5024,109.138
5025,109.173
5027,109.28
5028,109.185
5029,106.254
5030,108.975
5031,109.186
5032,109.179
5033,109.248
5034,101.31
5035,109.146
5036,109.144
5037,109.164
5038,109.151
5039,109.237
5040,109.187
5041,109.149
5042,109.156
5043,109.18
5044,109.153
5045,109.187
5046,109.129
5047,109.061
5048,109.134
5049,109.118
5050,107.289
5051,107.133
5052,109.154
5053,109.069
5054,109.145
5055,109.09
5056,109.085
5057,109.248
5058,109.112
5059,109.203
5061,109.364
5062,109.067
5063,109.237
5064,107.341
5065,109.175
5068,109.177
5069,109.175
5070,109.175
5071,109.124
5072,109.194
5073,109.187
5074,109.136
5075,109.123
5076,109.251
5077,109.178
5078,109.154
5080,109.193
5081,109.117
5082,109.136
5083,109.142
5084,109.129
5085,109.188
5086,109.167
5087,109.252
5088,108.944
5089,109.198
5090,107.169
5091,108.303
5092,109.176
5093,109.216
5094,109.237
5095,107.312
5096,109.167
5097,109.245
5098,109.192
5099,105.791
5101,109.245
5102,109.211
5103,109.11
5104,109.159
5105,109.159
5106,109.142
5107,109.126
5108,109.204
5109,109.243
5110,109.212
5112,107.138
5113,109.136
5114,109.198
5115,109.176
5116,109.224
5117,109.167
5118,109.26
5119,103.965
5120,109.113
5122,109.154
5123,107.256
5124,108.978
5125,106.897
5126,109.213
5127,109.181
5128,109.26
5129,109.085
5130,109.142
5131,109.011
5132,109.224
5133,107.67
5134,107.331
5135,109.178
5136,109.105
5137,109.135
5138,109.169
5139,107.192
5140,106.167
5141,108.965
5142,109.149
5143,109.156
5144,109.149
5145,109.154
5146,109.2
5147,107.543
5148,109.205
5149,109.278
5150,109.108
5151,109.163
5152,109.132
5153,109.253
5154,109.125
5155,109.242
5156,109.207
5157,109.183
5158,109.162
5159,109.112
5160,109.223
5161,109.149
5162,109.21
5163,109.174
5164,109.261
5165,109.228
5166,109.239
5167,109.246
5168,104.08
5169,109.214
5170,109.197
5171,109.256
5172,107.252
5173,107.367
5174,109.234
5175,109.187
5176,109.188
5177,109.183
5178,109.166
5179,102.206
5181,109.193
5182,109.143
5183,109.159
5184,109.23
5185,106.418
5186,109.118
5187,109.224
5188,109.117
5189,107.225
5190,109.282
5191,109.21
5192,109.135
5193,109.165
5194,109.022
5195,109.126
5196,109.208
5197,104.808
5198,109.208
5199,109.183
5200,109.229
5201,109.201
5202,109.192
5203,109.1
5204,109.16
5205,109.181
5206,109.177
5207,109.125
5208,109.198
5209,108.325
5210,109.247
5211,109.229
5212,109.024
5213,109.151
5214,109.202
5215,109.243
5216,109.231
5217,109.169
5218,109.215
5219,109.097
5220,108.955
5221,109.106
5222,109.218
5223,109.054
5224,109.155
5225,109.164
5226,109.152
5227,109.179
5228,109.247
5229,109.142
5230,109.154
5231,109.201
5232,109.253
5233,109.14
5234,109.31
5235,109.045
5236,109.239
5237,106.778
5238,109.192
5239,109.211
5240,109.2
5241,109.281
5242,109.174
5243,109.231
5244,107.358
5245,102.086
5246,106.8
5247,109.166
5248,109.196
5249,109.231
5250,109.241
5251,108.987
5252,109.203
5253,109.201
5254,109.244
5255,109.189
5256,109.177
5257,109.23
5258,109.201
5259,107.367
5260,109.181
5261,109.027
5262,109.119
5263,109.207
5264,109.212
5265,109.167
5266,109.163
5267,109.19
5268,109.135
5269,109.195
5270,109.191
5271,104.653
5272,109.205
5273,109.253
5274,109.104
5275,109.187
5276,107.335
5277,109.128
5278,109.131
5279,109.103
5280,109.086
5281,109.252
5282,109.194
5283,103.897
5284,109.21
5285,109.211
5286,109.097
5287,109.23
5288,109.201
5290,109.221
5291,109.222
5292,105.308
5293,109.171
5294,109.102
5295,109.136
5296,109.181
5297,109.131
5298,109.08
5299,109.126
5300,109.176
5301,107.881
5302,109.207
5303,109.213
5304,109.22
5305,109.151
5306,109.235
5307,109.217
5308,109.265
5312,109.217
5313,109.143
5314,109.254
5315,103.983
5316,109.178
5317,109.164
5318,109.224
5319,109.191
5320,109.154
5321,104.689
5322,109.225
5323,109.226
5324,109.155
5325,109.285
5327,105.39
5328,107.474
5329,109.138
5330,109.158
5331,109.164
5332,109.108
5333,109.092
5334,105.949
5335,109.06
5336,109.185
5337,109.149
5338,109.221
5339,109.23
5340,109.182
5341,109.182
5342,109.166
5343,108.989
5345,109.245
5346,109.118
5347,109.177
5348,102.863
5349,109.169
5350,109.075
5351,109.177
5352,107.588
5353,107.061
5354,109.177
5355,109.182
5356,108.944
5357,105.158
5358,109.242
5359,109.167
5360,103.606
5361,103.606
5362,109.225
5363,109.152
5364,109.023
5365,109.222
5366,109.271
5367,109.147
5368,109.253
5369,109.207
5370,101.434
5371,109.234
5372,109.153
5373,107.104
5374,109.032
5375,109.068
5376,106.952
5377,109.075
5378,109.182
5379,107.345
5380,102.071
5381,109.134
5382,109.145
5383,109.185
5384,109.184
5385,107.241
5386,104.776
5388,109.178
5389,109.149
5390,109.173
5391,109.168
5393,104.507
5394,109.196
5395,109.109
5396,109.123
5397,109.079
5398,109.191
5399,109.181
5400,107.402
5401,109.258
5402,109.178
5403,109.105
5404,109.181
5405,109.17
5407,109.146
5408,109.211
5409,109.213
5410,109.141
5411,109.152
5413,109.19
5414,109.105
5415,109.012
5416,109.122
5417,109.136
5418,109.181
5419,109.132
5420,109.174
5421,109.278
5422,109.169
5423,109.235
5424,109.107
5425,109.195
5426,109.146
5427,109.133
5428,107.026
5429,109.177
5430,107.326
5431,106.52
5432,109.045
5433,109.184
5434,109.228
5435,107.102
5436,109.156
5437,109.214
5438,109.149
5439,109.08
5440,109.219
5441,109.06
5442,109.251
5444,107.133
5445,109.174
5446,109.12
5447,109.175
5448,109.244
5449,109.052
5450,109.129
5451,109.223
5452,106.775
5453,109.069
5454,109.146
5455,102.33
5456,109.233
5457,108.96
5458,109.009
5459,109.172
5460,109.086
5461,109.166
5462,109.15
5463,109.062
5464,109.117
5465,109.091
5466,109.045
5467,101.363
5468,109.078
5469,109.263
5470,106.861
5471,105.452
5472,109.057
5473,101.927
5474,109.044
5475,109.2
5476,109.158
5477,109.185
5479,109.091
5480,109.139
5481,102.994
5482,108.765
5483,109.08
5484,109.185
5485,109.139
5486,109.229
5487,109.148
5488,108.939
5489,107.14
5490,109.156
5491,109.201
5492,105.8
5493,109.232
5494,109.198
5495,109.231
5497,109.225
5498,104.792
5499,109.034
5500,109.268
5501,109.223
5502,109.145
5503,109.16
5504,109.164
5505,107.216
5506,109.182
5507,109.16
5508,109.149
5509,107.27
5510,103.02
5511,109.171
5512,109.165
5513,109.144
5514,109.073
5515,109.194
5516,109.169
5517,109.192
5518,109.233
5519,109.23
5520,109.219
5521,109.114
5522,109.235
5523,109.174
5524,103.231
5525,109.199
5526,109.252
5527,109.2
5528,109.138
5529,109.087
5530,109.052
5531,108.993
5532,109.13
5533,109.095
5534,109.226
5535,109.05
5536,109.245
5537,103.486
5538,103.486
5539,103.486
5540,109.173
5541,102.901
5542,109.194
5543,109.134
5544,107.203
5545,109.22
5546,109.193
5547,109.321
5548,109.211
5549,109.096
5550,109.232
5551,109.176
5552,109.208
5553,109.204
5554,109.256
5555,107.265
5556,104.032
5557,109.186
5558,109.141
5559,106.263
5560,109.232
5561,109.224
5562,109.184
5563,109.137
5564,109.044
5565,109.131
5566,109.042
5567,109.113
5568,109.071
5569,107.358
5570,109.184
5571,109.245
5572,108.975
5573,109.14
5574,109.043
5575,109.172
5576,109.157
5577,109.239
5578,109.187
5579,109.232
5580,109.093
5581,109.135
5582,109.135
5583,109.2
5584,109.114
5585,109.098
5586,109.223
5587,109.2
5588,109.19
5589,109.234
5590,109.211
5592,109.242
5593,109.175
5594,109.229
5595,107.603
5597,109.289
5598,109.19
5599,109.225
5600,109.153
5601,108.962
5602,109.222
5603,109.104
5604,109.213
5606,109.134
5607,109.211
5608,109.166
5609,106.862
5610,109.205
5611,109.214
5612,109.175
5613,109.187
5614,109.134
5616,109.089
5617,107.416
5618,109.233
5619,109.172
5620,109.28
5621,108.965
5622,107.226
5624,109.148
5625,107.289
5626,109.153
5627,109.241
5628,109.275
5629,109.187
5630,107.402
5631,107.551
5632,109.199
5633,107.369
5634,109.194
5635,108.949
5636,106.936
5637,109.24
5638,109.178
5639,109.125
5640,109.143
5641,103.496
5642,102.187
5643,109.165
5644,109.139
5645,108.947
5646,109.168
5647,109.153
5648,109.21
5649,109.19
5650,109.211
5651,109.214
5652,109.224
5653,109.282
5654,109.274
5655,106.466
5656,109.173
5657,109.223
5658,109.095
5659,106.048
5660,109.138
5661,107.298
5662,109.173
5663,109.154
5664,103.329
5665,107.489
5666,109.193
5667,109.272
5668,109.193
5669,108.981
5670,109.24
5671,109.19
5672,106.066
5673,108.069
5674,109.223
5675,109.17
5676,101.349
5677,109.206
5678,109.218
5679,109.114
5680,109.192
5681,108.966
5682,106.797
5683,109.197
5684,109.235
5685,103.255
5686,109.198
5687,109.219
5688,109.087
5689,109.126
5690,109.185
5691,109.17
5692,109.18
5693,109.143
5694,102.665
5695,109.174
5696,109.133
5697,107.236
5698,109.167
5699,109.202
5700,107.417
5701,109.235
5702,109.141
5703,108.938
5704,109.24
5705,109.19
5706,109.244
5707,109.215
5708,109.066
5710,109.175
5711,109.091
5712,104.157
5713,109.17
5714,109.236
5715,109.182
5716,109.12
5717,109.192
5718,109.223
5719,109.176
5720,109.173
5721,109.193
5722,109.119
5723,109.285
5724,109.301
5725,109.269
5726,107.496
5727,109.183
5728,109.188
5729,109.226
5730,109.159
5731,109.093
5732,109.197
5733,109.22
5734,109.182
5735,109.194
5736,109.144
5737,109.121
5738,109.175
5739,109.213
5741,109.003
5742,109.219
5743,109.174
5744,109.1
5745,109.203
5746,109.174
5747,109.206
5748,109.181
5749,109.162
5750,109.217
5751,109.151
5752,107.227
5753,102.94
5754,109.21
5755,105.119
5756,105.119
5757,109.263
5758,109.159
5759,109.083
5760,109.171
5761,109.171
5762,109.158
5763,109.149
5765,109.239
5766,109.161
5767,109.159
5768,109.161
5769,109.167
5770,109.19
5771,105.113
5772,109.225
5773,109.25
5774,109.241
5775,109.153
5776,109.214
5777,109.179
5778,102.05
5779,109.156
5780,109.163
5781,109.158
5782,109.167
5783,109.187
5784,109.236
5785,109.149
5786,109.185
5787,109.171
5788,109.212
5789,109.08
5790,109.16
5791,109.146
5792,109.183
5793,107.803
5794,109.108
5795,109.255
5796,109.201
5797,107.215
5798,109.241
5799,109.21
5800,109.195
5801,109.231
5802,109.209
5803,109.163
5804,109.119
5805,109.247
5806,106.622
5807,109.199
5808,109.216
5809,109.168
5810,109.184
5811,109.21
5812,103.977
5813,109.21
5814,109.228
5815,108.953
5816,109.205
5817,109.115
5818,109.188
5819,109.127
5820,109.163
5821,109.141
5822,109.107
5823,109.222
5825,107.564
5826,109.188
5827,107.968
5828,109.164
5829,109.161
5830,109.175
5831,109.11
5832,109.256
5833,109.171
5834,109.206
5837,109.218
5838,109.146
5839,109.197
5840,109.144
5841,108.977
5842,109.189
5843,109.236
5844,109.139
5845,109.134
5846,109.251
5847,109.162
5848,109.169
5849,109.196
5850,109.175
5851,109.147
5852,109.125
5853,109.146
5854,109.16
5855,109.222
5856,109.081
5857,109.024
5859,109.164
5860,109.146
5862,109.206
5863,109.236
5864,109.354
5865,109.139
5866,109.101
5867,109.133
5868,109.192
5869,105.054
5870,109.201
5871,107.207
5872,107.308
5873,109.026
5874,109.267
5875,109.176
5876,109.128
5877,109.194
5878,109.196
5879,109.212
5880,109.155
5881,109.2
5882,108.958
5883,109.111
5885,109.231
5886,109.182
5887,109.18
5888,109.252
5889,105.152
5890,109.119
5891,109.187
5892,109.244
5893,109.157
5894,109.097
5895,109.185
5896,109.199
5897,109.204
5898,109.156
5899,109.074
5900,109.164
5901,107.926
5902,109.251
5903,109.16
5904,109.044
5905,109.241
5906,109.193
5907,109.153
5908,109.152
5909,109.239
5910,109.143
5911,109.2
5912,109.248
5913,109.114
5914,107.054
5915,109.237
5916,109.231
5917,109.18
5918,109.181
5919,104.326
5920,109.199
5921,109.192
5922,101.276
5923,109.191
5924,109.183
5925,105.574
5926,109.179
5927,109.323
5928,109.194
5929,109.149
5930,109.17
5931,109.189
5932,109.241
5933,109.177
5934,109.18
5935,107.979
5936,107.122
5937,109.172
5938,109.129
5939,109.16
5940,109.112
5941,109.256
5942,109.086
5943,109.259
5945,107.375
5946,109.279
5947,109.19
5948,109.19
5949,109.264
5950,109.211
5951,109.196
5952,107.348
5953,109.164
5955,109.195
5956,109.269
5957,109.143
5958,109.21
5959,107.376
5960,107.404
5961,109.199
5962,109.164
5963,109.126
5964,107.006
5965,109.125
5966,109.058
5967,109.142
5968,109.182
5969,109.204
5970,109.155
5971,108.991
5972,109.234
5973,108.973
5974,109.109
5975,109.184
5976,109.12
5978,109.17
5979,109.151
5980,109.238
5981,107.339
5982,109.193
5983,109.144
5984,108.065
5985,109.152
5986,109.211
5987,109.21
5988,109.225
5989,109.158
5990,109.243
5992,109.163
5993,109.059
5994,109.194
5995,106.327
5996,109.23
5997,106.85
5998,109.182
5999,109.182
6000,109.182
6002,109.138
6003,109.19
6004,109.244
6005,108.6
6006,109.222
6007,109.166
6008,109.036
6010,109.212
6011,109.212
6012,109.179
6013,109.109
6014,105.56
6015,109.178
6016,109.183
6017,109.211
6018,109.268
6019,109.29
6020,109.17
6022,109.181
6023,109.158
6024,104.823
6025,109.213
6026,109.183
6027,109.223
6028,109.262
6029,107.244
6030,107.168
6031,109.163
6033,109.085
6034,109.145
6035,109.271
6036,107.563
6037,109.026
6038,100.788
6039,109.235
6040,101.219
6041,109.196
6042,104.672
6043,109.166
6044,109.169
6045,106.154
6046,109.155
6047,109.252
6048,109.277
6049,109.215
6050,109.032
6051,109.245
6052,109.148
6053,109.201
6054,109.209
6055,109.2
6056,109.125
6057,109.191
6058,109.161
6059,109.215
6060,109.166
6061,109.256
6062,109.261
6063,109.214
6064,101.198
6065,109.052
6066,107.526
6067,109.19
6068,109.234
6069,109.169
6070,109.151
6071,109.243
6072,109.095
6073,109.128
6074,109.18
6075,109.195
6076,109.075
6077,109.231
6078,109.188
6079,109.155
6080,109.206
6081,109.213
6082,109.208
6083,109.239
6084,109.11
6085,109.238
6086,109.229
6087,109.222
6088,109.239
6089,107.296
6090,109.223
6091,109.228
6092,109.198
6093,109.238
6094,107.229
6095,107.437
6096,109.269
6097,107.372
6098,107.279
6099,109.187
6100,109.221
6101,109.121
6102,109.137
6103,109.215
6104,103.25
6105,109.343
6106,109.212
6107,109.221
6108,109.23
6109,109.252
6110,109.106
6111,109.139
6112,109.231
6113,107.452
6114,109.154
6115,109.104
6116,109.156
6117,106.166
6118,109.119
6119,109.214
6120,103.26
6121,109.241
6122,109.135
6123,109.102
6124,109.205
6125,109.158
6126,109.237
6127,109.18
6128,109.136
6129,109.17
6130,109.225
6131,109.051
6132,109.246
6133,109.212
6134,109.247
6135,109.082
6137,109.245
6138,109.168
6139,109.203
6140,107.505
6141,109.18
6142,109.16
6143,109.182
6144,109.2
6145,109.15
6146,109.21
6147,102.815
6148,109.117
6149,109.276
6150,109.29
6151,109.201
6152,109.195
6153,109.208
6154,109.217
6155,109.191
6156,106.215
6157,109.159
6159,109.199
6160,109.124
6161,109.248
6162,109.167
6164,109.104
6165,109.262
6166,109.241
6167,109.195
6168,109.139
6169,109.169
6170,107.331
6171,109.231
6173,109.269
6174,109.1
6175,107.258
6176,109.093
6177,109.16
6178,109.214
6179,102.124
6180,109.116
6181,109.221
6182,109.135
6183,106.58
6184,109.111
6185,104.792
6186,109.138
6187,109.181
6188,109.285
6189,109.208
6191,109.186
6192,109.188
6193,107.247
6194,109.24
6195,109.206
6196,109.156
6197,109.206
6198,109.238
6199,109.183
6200,108.684
6201,109.218
6203,109.164
6204,109.209
6205,109.073
6206,109.186
6207,106.079
6208,109.213
6209,109.201
6210,109.159
6211,109.221
6212,107.159
6213,109.175
6214,107.244
6215,109.192
6216,109.178
6217,109.304
6218,109.244
6219,109.183
6220,109.139
6221,109.195
6222,109.189
6223,109.182
6225,109.219
6226,109.147
6227,107.216
6228,109.137
6229,109.045
6231,109.202
6232,109.179
6233,109.261
6234,109.261
6235,101.461
6236,109.199
6237,109.178
6238,109.255
6239,109.152
6240,109.109
6241,107.485
6242,101.291
6243,107.32
6244,109.204
6245,109.208
6246,105.182
6247,109.182
6248,107.288
6249,109.286
6251,109.177
6252,105.055
6253,107.619
6254,109.169
6255,109.214
6256,109.02
6257,109.181
6258,103.994
6259,109.157
6260,109.215
6261,109.184
6262,109.115
6263,107.357
6264,107.012
6265,109.247
6266,109.119
6267,109.143
6268,109.255
6269,108.884
6270,104.488
6271,109.219
6273,109.159
6274,109.102
6275,109.211
6276,109.189
6277,109.262
6278,109.146
6279,106.442
6280,109.246
6281,109.166
6283,109.219
6284,109.069
6285,109.185
6286,109.201
6287,109.127
6288,109.234
6289,109.168
6290,109.109
6292,108.999
6293,109.173
