,108.956
2163,109.054
2164,109.129
2165,106.187
2166,109.164
2167,109.146
2168,109.059
2169,109.094
2170,109.086
2171,109.21
2172,109.148
2173,109.118
2174,109.185
2175,109.169
2176,109.124
2177,109.038
2178,109.104
2180,109.15
2181,109.094
2182,109.12
2183,109.2
2184,109.126
2185,109.119
2186,109.176
2187,109.094
2188,109.169
2189,109.165
2190,109.068
2191,109.043
2192,109.115
2193,109.176
2194,109.093
2195,109.103
2196,109.102
2197,109.113
2198,109.218
2199,109.092
2200,109.07
2201,109.118
2202,109.17
2203,109.142
2204,109.183
2205,109.158
2206,109.054
2207,109.132
2208,109.186
2209,109.03
2210,109.243
2211,109.115
2212,109.139
2213,108.986
2214,109.151
2215,109.127
2216,109.098
2218,109.183
2219,109.113
2220,109.002
2221,109.194
2222,109.034
2223,109.131
2224,109.221
2225,109.072
2226,109.09
2227,109.155
2228,109.106
2229,109.099
2230,109.066
2231,109.089
2232,109.041
2234,109.187
2235,109.121
2236,109.121
2237,109.209
2238,109.089
2239,109.102
2240,109.112
2241,109.053
2242,109.129
2243,109.143
2244,109.078
2245,109.101
2246,109.233
2247,108.982
2248,109.105
2249,109.226
2250,109.119
2251,109.152
2252,109.114
2253,109.162
2254,109.133
2255,109.111
2256,109.084
2257,109.122
2258,109.211
2259,106.377
2260,109.125
2261,109.142
2262,109.153
2263,108.967
2264,109.121
2265,109.035
2266,109.144
2267,101.21
2268,109.179
2269,109.182
2270,109.022
2271,109.222
2272,109.114
2273,109.089
2274,109.083
2275,109.128
2276,106.496
2277,109.116
2278,109.15
2279,109.119
2280,108.981
2281,109.119
2282,109.116
2283,109.147
2284,109.197
2285,109.153
2286,109.068
2288,109.198
2289,109.24
2290,109.107
2291,109.143
2292,109.128
2293,109.136
2294,109.082
2295,109.219
2296,109.183
2297,108.929
2298,109.211
2299,109.115
2300,109.093
2301,109.068
2302,109.151
2303,109.156
2304,109.002
2305,109.204
2306,109.142
2307,109.139
2308,109.165
2309,109.139
2310,109.108
2311,109.164
2312,109.097
2313,109.228
2314,109.222
2315,109.094
2316,109.144
2317,109.032
2318,109.174
2319,109.231
2320,109.005
2321,109.12
2322,109.098
2323,109.129
2324,109.187
2325,109.119
2326,109.146
2327,109.189
2328,109.092
2329,109.267
2330,109.144
2331,109.1
2332,109.139
2333,109.143
2334,109.099
2335,109.168
2336,109.147
2337,109.114
2338,109.153
2339,109.205
2340,109.185
2341,109.192
2342,109.145
2343,109.087
2344,109.137
2345,109.167
2346,109.087
2347,109.141
2348,109.134
2349,109.141
2350,109.17
2351,109.159
2352,109.18
2353,109.138
2354,109.12
2355,109.128
2356,109.137
2357,109.127
2358,109.126
2359,109.141
2360,109.179
2361,109.152
2362,109.18
2363,109.155
2364,109.209
2365,109.155
2366,109.209
2367,108.778
2368,108.986
2369,109.026
2370,109.206
2371,109.054
2372,109.142
2373,109.177
2374,109.131
2375,109.154
2376,109.152
2377,109.119
2378,109.201
2379,109.093
2380,109.185
2381,109.143
2382,109.131
2383,109.196
2384,109.17
2385,109.105
2386,109.101
2387,109.057
2388,109.166
2389,109.071
2390,109.059
2391,109.109
2392,109.17
2393,109.074
2394,109.06
2395,108.964
2396,109.166
2397,109.129
2398,109.166
2399,109.139
2400,109.193
2401,109.209
2402,109.212
2403,109.059
2404,109.154
2405,109.175
2406,109.13
2407,109.108
2408,109.087
2409,109.113
2410,109.066
2411,109.209
2412,109.247
2413,109.176
2414,109.173
2415,109.116
2416,109.153
2417,109.145
2418,109.229
2419,109.212
2420,109.139
2421,109.12
2422,109.099
2423,109.199
2424,109.135
2425,109.144
2426,109.002
2427,109.228
2428,109.23
2429,109.13
2430,109.171
2431,109.178
2432,109.098
2433,109.036
2434,109.164
2435,109.155
2436,109.187
2437,109.14
2438,109.159
2439,109.179
2440,109.205
2441,109.205
2442,109.126
2443,109.194
2444,109.215
2445,109.151
2446,109.169
2447,109.236
2448,109.227
2449,109.065
2450,108.966
2451,109.134
2452,109.156
2453,109.169
2454,109.196
2455,109.222
2456,109.259
2457,109.198
2458,109.163
2459,109.209
2460,109.158
2461,109.168
2462,109.138
2463,109.15
2464,109.236
2465,109.149
2466,109.295
2467,109.156
2468,109.243
2469,109.23
2470,109.232
2471,109.215
2472,109.205
2473,109.228
2474,109.225
2475,109.139
2476,109.149
2477,109.217
2478,109.265
2479,109.145
2480,109.22
2481,109.205
2482,109.275
2483,109.271
2484,109.225
2485,109.138
2486,109.243
2487,109.249
2488,109.295
2489,109.275
2490,109.219
2491,109.191
2492,109.275
2493,109.149
2494,109.154
2495,109.227
2496,109.186
2497,109.268
2498,109.191
2499,109.249
2500,109.195
2501,109.191
2502,109.219
2503,109.21
2504,109.025
2505,109.146
2506,109.221
2507,109.131
2508,109.132
2509,109.135
2510,109.261
2511,109.158
2512,109.163
2513,109.206
2514,109.184
2515,109.238
2516,109.296
2517,109.179
2518,109.079
2519,109.17
2520,109.154
2521,109.163
2522,109.22
2523,109.253
2524,109.158
2525,109.181
2526,109.203
2527,109.205
2528,109.193
2529,109.276
2530,109.159
2531,109.119
2532,109.244
2533,109.236
2534,109.236
2535,109.253
2536,109.206
2537,109.226
2538,109.262
2539,109.207
2540,109.032
2541,109.19
2542,109.237
2543,109.211
2544,109.156
2545,109.215
2546,109.104
2547,109.188
2548,109.228
2549,109.181
2550,109.247
2551,109.171
2552,109.263
2553,109.145
2554,108.319
2555,109.25
2556,109.287
2557,109.209
2558,109.18
2559,109.175
2560,109.22
2561,109.035
2562,109.216
2563,109.284
2564,109.284
2565,109.152
2566,109.245
2567,109.268
2568,109.144
2569,109.183
2570,109.222
2571,109.195
2572,109.226
2573,109.216
2574,109.13
2575,109.191
2576,109.234
2577,109.141
2578,109.253
2579,109.166
2580,109.219
2581,109.244
2582,109.181
2583,109.261
2584,109.296
2585,109.237
2586,109.27
2587,109.134
2588,109.131
2589,109.293
2590,109.238
2591,109.261
2592,109.276
2593,109.29
2594,109.239
2595,109.287
2596,109.151
2597,109.01
2599,109.285
2600,109.243
2601,109.317
2602,109.153
2603,109.216
2604,109.211
2605,109.186
2606,109.289
2607,109.271
2608,109.192
2609,109.25
2610,109.267
2611,109.189
2612,109.039
2613,109.257
2614,109.228
2615,109.284
2616,109.224
2617,109.187
2618,109.246
2619,109.215
2620,109.205
2621,109.216
2622,109.218
2623,109.268
2624,109.218
2625,109.285
2626,109.255
2627,109.243
2628,109.232
2629,109.258
2630,109.305
2631,109.266
2632,109.278
2633,109.237
2634,109.164
2635,109.192
2636,109.231
2637,109.176
2638,109.262
2639,109.157
2640,109.143
2641,109.299
2642,109.26
2643,109.253
2644,109.231
2645,109.225
2646,109.089
2647,109.199
2648,109.185
2649,109.132
2650,109.278
2651,109.214
2652,109.204
2653,109.184
2654,109.152
2655,109.215
2656,109.192
2657,109.183
2658,109.211
2659,109.191
2660,109.012
2661,109.152
2662,109.214
2663,109.25
2664,109.206
2665,109.277
2666,109.207
2667,109.225
2668,109.214
2669,109.137
2670,109.285
2671,109.174
2672,109.274
2673,109.199
2674,109.212
2675,109.156
2676,109.279
2677,109.182
2679,109.24
2680,109.246
2681,109.145
2682,109.246
2683,108.987
2684,109.192
2685,109.198
2686,109.176
2687,109.162
2688,109.104
2689,109.203
2690,109.248
2691,109.231
2692,109.315
2693,109.227
2694,109.274
2695,109.201
2696,109.156
2697,109.347
2698,109.266
2699,109.244
2700,109.297
2701,109.147
2702,109.201
2703,109.226
2704,109.138
2705,109.239
2706,109.208
2707,109.223
2708,109.224
2709,109.142
2710,109.227
2711,109.167
2712,109.281
2713,109.107
2714,109.08
2715,109.157
2716,109.38
2717,109.221
2718,109.17
2719,109.325
2720,109.217
2721,109.257
2722,109.173
2723,109.224
2725,109.294
2726,109.206
2727,109.229
2728,109.199
2729,109.263
2730,109.193
2732,109.216
2733,109.03
2734,109.198
2735,109.223
2736,109.046
2737,109.177
2738,109.142
2739,109.198
2740,109.251
2741,109.227
2742,109.193
2743,109.216
2744,109.193
2745,109.145
2746,109.209
2747,109.17
2748,109.109
2749,109.203
2750,109.125
2751,109.288
2752,109.163
2753,109.245
2754,109.171
2755,109.21
2756,109.189
2757,109.229
2758,109.188
2759,109.266
2760,109.171
2761,109.103
2762,109.238
2763,109.21
2764,109.267
2765,109.223
2766,109.251
2767,109.214
2768,109.232
2769,109.228
2770,109.234
2771,109.241
2772,109.104
2773,109.213
2774,109.215
2775,109.2
2776,109.091
2777,109.137
2778,109.276
2779,109.272
2780,109.273
2781,109.265
2782,109.199
2783,109.162
2784,109.176
2785,109.22
2786,109.259
2787,108.952
2788,108.98
2789,109.194
2790,109.213
2791,109.242
2792,109.12
2793,109.251
2794,109.182
2795,109.177
2796,109.173
2797,109.249
2798,109.298
2799,109.279
2800,109.232
2801,109.244
2802,109.157
2803,109.201
2804,109.215
2805,109.244
2806,109.243
2807,109.206
2808,109.148
2809,109.231
2810,109.274
2811,109.149
2812,109.17
2813,109.197
2814,109.129
2815,109.212
2816,109.172
2817,109.277
2818,109.282
2819,109.137
2820,109.231
2821,109.245
2822,109.192
2823,109.213
2824,109.232
2825,109.261
2826,109.228
2827,109.265
2828,109.24
2829,109.012
2830,109.278
2831,109.206
2832,109.258
2833,109.209
2834,109.051
2835,109.259
2836,109.197
2837,109.217
2838,109.303
2839,109.197
2840,109.154
2841,109.18
2842,109.311
2843,109.178
2844,109.306
2845,109.186
2846,109.163
2847,109.238
2848,109.253
2849,109.344
2850,109.216
2851,109.188
2852,109.227
2853,109.283
2854,109.137
2855,109.252
2856,109.168
2857,109.324
2858,109.219
2859,109.221
2860,109.175
2861,109.328
2862,109.21
2863,109.187
2864,109.038
2865,109.168
2866,109.079
2867,109.223
2868,109.284
2869,109.257
2870,109.178
2871,109.158
2872,109.23
2873,109.143
2874,109.226
2875,109.256
2876,109.283
2877,109.201
2878,109.322
2879,109.24
2880,109.204
2881,109.198
2882,109.248
2883,109.327
2884,109.226
2885,109.231
2886,109.203
2887,109.209
2888,109.21
2889,109.084
2890,109.247
2891,109.239
2892,109.174
2893,109.326
2894,109.207
2895,109.207
2896,109.281
2897,109.285
2898,109.131
2899,109.19
2900,109.211
2901,109.316
2902,109.246
2903,109.169
2904,109.218
2905,109.25
2906,109.221
2907,107.983
2908,109.29
2909,109.177
2910,109.204
2911,109.256
2912,109.239
2913,109.028
2914,109.271
2915,109.166
2916,109.144
2917,109.232
2918,109.146
2919,109.191
2920,109.235
2921,109.196
2922,109.253
2923,109.275
2924,109.187
2925,109.33
2926,109.264
2927,109.25
2928,109.264
2929,109.237
2930,108.773
2931,109.204
2932,109.305
2933,105.703
2934,109.255
2935,109.181
2936,109.284
2938,109.151
2939,109.259
2940,109.234
2941,109.161
2942,109.155
2943,109.231
2944,109.205
2945,109.209
2946,109.283
2947,109.223
2949,109.146
2950,109.164
2951,109.315
2952,109.112
2953,109.202
2954,109.243
2955,109.194
2956,109.159
2957,109.252
2958,109.23
2959,109.242
2961,109.09
2962,109.239
2963,109.238
2964,109.203
2965,109.173
2966,109.219
2967,109.221
2968,109.088
2969,109.211
2970,109.211
2971,109.233
2972,109.221
2973,109.207
2974,109.191
2975,109.263
2976,109.207
2977,109.118
2978,109.256
2979,109.24
2980,108.73
2981,109.218
2982,109.193
2984,109.188
2985,109.193
2986,109.249
2987,109.195
2988,109.159
2989,109.258
2990,109.21
2991,109.254
2992,109.181
2993,109.238
2994,109.27
2995,109.247
2996,109.201
2997,109.271
2998,109.247
2999,108.399
3000,109.22
3001,109.242
3002,109.148
3003,109.183
3004,109.227
3005,109.206
3006,109.246
3007,109.184
3008,109.267
3009,109.153
3010,109.128
3011,109.192
3012,109.342
3013,109.078
3014,105.939
3015,109.227
3016,109.254
3017,109.226
3018,109.155
3019,109.311
3020,109.251
3021,109.21
3022,109.19
3023,109.226
3024,109.144
3025,109.166
3026,109.172
3027,109.238
3028,109.317
3029,109.287
3030,109.277
3031,109.209
3032,109.254
3033,106.248
3034,109.122
3035,109.17
3036,109.139
3037,109.276
3038,109.231
3039,109.167
3040,109.29
3041,109.161
3042,109.201
3043,109.259
3044,109.172
3045,109.156
3046,109.202
3047,109.208
3048,109.247
3049,109.251
3050,109.046
3051,109.046
3052,109.145
3053,109.203
3055,109.164
3056,109.2
3057,109.167
3058,109.252
3059,109.176
3060,109.223
3061,109.254
3062,109.14
3063,101.26
3064,109.204
3065,109.23
3066,109.242
3067,109.285
3068,109.199
3069,109.233
3070,106.965
3071,109.142
3072,109.231
3073,109.225
3074,109.23
3075,109.267
3077,109.208
3078,109.167
3079,109.282
3080,109.211
3081,109.192
3082,109.247
3083,109.17
3084,109.197
3085,109.269
3087,109.199
3088,109.204
3089,109.195
3090,109.206
3091,109.262
3092,109.262
3093,109.262
3094,109.221
3095,109.215
3096,109.219
3097,109.281
3098,109.208
3099,109.196
3100,109.179
3101,109.191
3102,109.253
3103,109.292
3104,109.28
3105,109.282
3106,109.091
3107,109.153
3108,109.187
3109,109.214
3110,109.262
3111,109.299
3112,109.159
3113,109.24
3114,109.283
3115,109.235
3116,109.19
3117,109.26
3118,109.103
3119,109.202
3120,109.179
3121,109.276
3122,109.27
3123,109.227
3124,109.19
3125,109.256
3126,109.143
3127,109.205
3128,109.193
3129,109.26
3130,109.252
3131,109.302
3132,109.24
3133,109.198
3134,109.26
3135,109.31
3136,109.207
3137,109.18
3138,103.156
3139,107.971
3140,109.304
3141,109.344
3142,109.218
3143,109.269
3144,109.253
3145,109.291
3146,109.274
3147,109.168
3148,109.2
3149,109.23
3150,109.259
3151,109.275
3152,100.795
3153,109.192
3154,109.177
3155,109.176
3156,102.987
3157,109.18
3158,109.328
3159,109.217
3160,109.288
3161,109.255
3162,109.283
3163,109.079
3164,109.224
3165,109.218
3166,109.234
3167,109.209
3168,109.271
3169,109.246
3170,109.206
3171,109.242
3172,109.259
3173,109.281
3174,109.189
3175,109.182
3176,109.213
3177,109.2
3178,109.23
3179,109.368
3180,109.158
3181,109.229
3182,109.218
3183,109.23
3184,109.242
3185,109.289
3186,109.224
3187,109.202
3188,106.409
3189,109.163
3190,104.412
3191,108.548
3192,109.219
3193,109.188
3194,109.18
3195,109.193
3196,109.145
3197,109.179
3198,109.179
3199,108.262
3200,109.222
3201,109.218
3203,109.334
3204,109.172
3205,109.277
3206,109.186
3207,109.252
3209,109.151
3210,109.24
3211,109.297
3212,109.259
3213,109.268
3214,109.294
3215,108.559
3216,109.207
3217,109.255
3218,109.25
3219,109.22
3220,109.207
3221,109.221
3222,109.173
3223,109.247
3224,108.995
3225,109.192
3226,109.26
3227,109.263
3228,109.186
3229,109.261
3230,109.195
3231,109.254
3232,109.226
3233,108.673
3234,109.189
3235,109.187
3236,109.13
3237,109.219
3238,109.238
3239,109.186
3240,109.197
3241,109.182
3242,109.225
3243,109.205
3244,109.254
3245,109.197
3246,109.159
3247,109.144
3248,109.271
3249,109.201
3250,109.167
3251,109.242
3252,109.208
3253,109.235
3254,109.181
3255,109.256
3256,109.211
3257,109.252
3258,109.208
3259,109.284
3260,109.237
3261,109.284
3262,109.232
3263,109.202
3264,109.232
3265,109.244
3266,109.251
3267,109.232
3268,109.235
3269,106.194
3270,109.296
3271,109.286
3272,109.238
3273,109.152
3274,109.169
3275,109.283
3276,109.185
3277,109.229
3278,109.302
3279,109.205
3280,109.172
3281,109.235
3282,106.221
3283,109.191
3284,109.123
3285,109.098
3286,109.222
3287,109.322
3288,109.211
3289,109.275
3290,109.094
3291,109.249
3292,109.004
3293,109.316
3294,109.293
3295,109.242
3296,109.008
3297,109.271
3298,109.188
3299,109.225
3300,109.268
3301,109.269
3302,109.138
3303,109.232
3304,109.265
3305,106.466
3306,109.324
3307,109.198
3308,109.072
3309,109.074
3310,109.211
3311,109.207
3312,109.201
3313,109.263
3314,109.324
3315,109.179
3316,109.341
3317,109.338
3318,109.258
3319,109.264
3320,109.266
3321,109.167
3322,109.244
3323,109.209
3324,109.253
3325,109.26
3326,109.235
3327,109.266
3329,109.21
3330,105.325
3331,109.112
3332,109.184
3333,109.154
3334,109.3
3335,108.975
3336,109.285
3337,109.044
3338,109.257
3339,109.292
3340,109.172
3341,109.218
3342,109.242
3343,109.245
3344,109.218
3345,109.251
3346,109.124
3347,109.23
3348,109.266
3349,109.261
3350,109.243
3351,109.24
3352,109.198
3353,109.274
3354,109.263
3355,109.253
3356,109.183
3357,109.304
3358,109.277
3359,109.062
3360,109.229
3361,106.955
3362,109.143
3363,109.303
3364,109.133
3365,109.171
3366,109.289
3367,109.252
3368,109.075
3369,109.209
3371,109.223
3372,109.207
3373,109.165
3374,109.276
3375,109.154
3376,109.312
3377,109.246
3378,109.288
3379,109.224
3380,109.237
3381,109.247
3382,109.336
3383,109.256
3384,109.139
3385,109.238
3386,109.214
3387,109.227
3388,109.195
3389,109.113
3390,109.183
3391,109.247
3392,109.206
3393,109.219
3394,109.266
3395,109.17
3396,109.242
3397,106.387
3398,109.26
3399,109.178
3400,109.285
3401,109.252
3402,109.247
3403,109.259
3404,109.24
3405,109.223
3406,109.233
3407,109.229
3408,109.219
3409,109.241
3410,108.413
3411,109.318
3412,109.359
3413,109.229
3414,109.328
3415,109.326
3416,109.279
3417,109.31
3418,109.222
3419,105.383
3420,109.221
3421,109.245
3422,109.263
3423,109.232
3424,109.269
3425,109.237
3426,109.263
3427,106.261
3428,109.26
3429,109.246
3430,109.249
3431,109.233
3432,109.285
3433,109.213
3434,109.102
3435,109.256
3436,109.294
3437,109.276
3438,109.181
3439,109.23
3440,109.251
3441,109.11
3442,109.262
3443,109.237
3444,107.591
3445,109.249
3446,109.242
3447,109.209
3448,109.211
3449,109.098
3450,109.252
3451,109.257
3452,109.226
3453,109.103
3454,109.21
3455,109.306
3456,109.264
3457,109.179
3458,109.232
3459,103.767
3460,109.216
3461,109.234
3462,109.279
3463,109.202
3464,109.21
3465,109.341
3466,109.124
3467,109.229
3468,109.163
3469,106.34
3470,105.403
3471,109.254
3472,109.268
3473,109.261
3474,109.201
3475,109.277
3476,109.176
3477,109.212
3478,109.183
3479,109.288
3480,109.279
3481,109.303
3482,109.233
3483,109.26
3484,109.156
3485,109.232
3486,109.232
3487,109.288
3488,109.137
3489,109.253
3490,109.256
3491,109.291
3492,109.159
3493,109.187
3494,109.221
3495,109.234
3496,109.111
3497,109.129
3498,109.212
3499,109.224
3500,109.173
3501,109.238
3502,109.197
3503,109.298
3504,109.295
3505,109.208
3506,109.23
3507,102.688
3508,109.244
3509,109.191
3510,109.16
3511,109.06
3512,109.286
3513,109.226
3514,109.298
3515,109.248
3517,109.236
3518,109.2
3519,109.246
3520,109.292
3522,105.953
3523,109.286
3524,109.226
3525,109.232
3526,109.268
3527,109.171
3528,109.25
3529,109.104
3530,109.295
3531,109.273
3532,109.265
3533,109.171
3534,109.244
3535,108.816
3536,109.187
3537,109.198
3538,109.22
3539,109.264
3540,109.143
3541,109.158
3542,109.183
3543,109.174
3544,109.216
3545,109.206
3546,109.209
3547,109.174
3548,109.244
3549,109.275
3550,109.086
3551,109.176
3552,109.267
3553,109.194
3554,109.21
3555,109.29
3556,109.152
3557,109.161
3558,109.215
3559,109.096
3560,109.177
3561,109.153
3562,109.193
3563,109.243
3564,109.221
3565,109.146
3566,109.249
3567,109.235
3568,109.217
3569,109.145
3570,109.24
3571,109.271
3572,109.198
3573,109.279
3574,109.193
3575,109.275
3576,109.212
3577,109.283
3578,109.201
3579,109.237
3580,109.266
3581,109.242
3582,109.222
3583,109.227
3584,109.23
3585,109.182
3586,109.266
3587,109.307
3588,109.274
3589,109.235
3590,109.158
3591,109.193
3592,109.152
3593,109.118
3594,109.089
3595,109.148
3596,109.131
3597,109.122
3598,108.983
3599,109.144
3600,109.154
3601,109.219
3602,109.162
3603,109.17
3604,109.231
3605,109.204
3606,107.474
3607,109.204
3608,109.164
3609,109.24
3610,109.233
3611,109.128
3612,109.276
3613,109.241
3614,109.164
3615,109.203
3616,109.173
3617,109.104
3618,109.029
3620,109.155
3621,109.211
3622,109.151
3623,109.102
3624,109.223
3625,109.128
3626,109.167
3627,109.157
3628,109.254
3629,109.083
3630,109.237
3631,107.458
3632,105.963
3633,106.281
3634,109.086
3635,109.129
3636,109.077
3637,109.184
3638,109.133
3639,109.185
3640,109.234
3641,109.151
3642,109.209
3643,109.186
3644,109.179
3645,109.182
3646,106.926
3647,109.219
3648,109.215
3649,109.215
3650,109.274
3651,109.184
3652,109.193
3653,109.192
3654,109.178
3655,109.002
3656,105.665
3657,109.184
3658,109.238
3659,102.88
3660,109.061
3661,109.122
3662,109.161
3663,109.254
3664,109.171
3665,109.151
3666,107.365
3667,109.123
3668,109.177
3669,109.182
3670,109.177
3671,109.23
3672,109.186
3673,109.121
3674,109.13
3675,109.208
3676,109.029
3677,109.194
3678,109.138
3679,109.255
3680,109.056
3681,109.21
3682,109.231
3683,109.15
3684,109.105
3685,109.172
3686,109.112
3687,109.105
3688,109.218
3689,109.152
3690,109.177
3691,106.518
3692,109.126
3693,109.214
3694,108.966
3695,109.245
3696,109.062
3697,107.387
3699,109.153
3700,109.221
3701,109.168
3702,109.157
3703,108.992
3704,109.164
3705,107.66
3706,107.17
3708,109.259
3709,109.186
3710,109.164
3711,109.171
3713,109.219
3714,109.221
3715,109.155
3716,108.913
3717,109.055
3718,109.158
3719,109.181
3720,109.157
3721,109.238
3722,109.159
3723,109.103
3724,107.458
3725,109.172
3726,109.094
3727,109.2
3728,109.053
3729,109.221
3730,109.303
3731,109.047
3732,106.949
3733,109.19
3734,109.092
3735,109.165
3736,109.148
3737,109.261
3738,109.176
3739,109.178
3740,109.213
3741,109.211
3742,108.903
3743,106.216
3744,109.21
3745,109.127
3746,109.275
3747,109.13
3748,109.196
3749,102.276
3750,109.226
3751,109.069
3752,109.114
3753,109.199
3754,109.094
3755,109.15
3756,109.199
3757,107.024
3758,109.081
3759,109.142
3760,109.278
3761,109.137
3762,109.229
3763,109.119
3764,109.186
3765,109.144
3766,109.147
3767,109.156
3768,109.246
3769,109.136
3770,109.241
3771,109.198
3772,107.01
3773,109.186
3774,109.276
3775,109.221
3776,109.107
3777,109.203
3778,106.994
3779,108.9
3780,109.228
3781,109.091
3782,109.211
3783,109.203
3784,109.185
3785,109.156
3786,109.198
3787,109.238
3788,109.17
3789,109.138
3790,106.865
3791,109.327
3792,109.22
3793,109.161
3794,109.15
3795,109.114
3797,109.116
3798,107.283
3799,109.233
3800,109.141
3801,107.228
3802,109.216
3803,109.176
3804,109.152
3805,109.203
3806,109.108
3807,102.89
3808,109.222
3809,109.157
3810,109.17
3811,107.164
3812,106.959
3813,109.125
3814,109.055
3816,107.255
3817,109.256
3819,109.211
3820,109.205
3821,109.198
3822,109.205
3823,109.174
3824,109.082
3825,109.26
3827,109.093
3828,109.211
3829,109.029
3830,106.149
3832,109.252
3833,109.204
3834,109.096
3835,109.048
3836,109.121
3837,109.214
3838,109.179
3839,109.257
3840,109.107
3841,109.148
3843,109.15
3844,107.03
3845,109.114
3846,109.062
3847,109.126
3848,109.236
3849,104.786
3850,109.135
3851,109.247
3852,109.101
3853,109.164
3854,109.262
3855,109.174
3856,109.239
3858,109.206
3859,109.193
3860,109.152
3861,109.226
3862,109.154
3863,109.151
3864,109.269
3867,109.066
3868,109.177
3869,109.203
3870,109.233
3871,107.307
3872,109.121
3873,109.189
3874,109.121
3875,109.117
3876,109.094
3877,109.122
3878,109.163
3879,109.169
3880,109.103
3881,109.153
3882,109.201
3883,109.263
3884,109.189
3885,109.151
3886,109.129
3887,109.26
3888,109.153
3889,109.135
3890,109.215
3891,109.238
3892,109.107
3893,109.009
3894,109.161
3895,109.167
3896,109.237
3897,109.162
3898,109.321
3899,106.21
3900,109.14
3901,109.185
3902,109.207
3903,106.962
3904,109.132
3905,109.223
3906,109.125
3907,109.164
3908,109.148
3909,106.976
3910,109.06
3911,109.174
3912,109.251
3913,109.164
3914,106.503
3915,109.199
3917,109.233
3918,109.205
3919,109.068
3920,109.238
3921,107.191
3922,106.977
3923,109.14
3924,109.186
3925,109.25
3926,109.12
3927,109.248
3928,109.201
3929,106.688
3930,109.204
3931,109.137
3932,109.279
3933,109.265
3934,105.399
3935,109.102
3937,109.119
3938,109.187
3939,109.225
3940,109.13
3941,109.206
3942,108.537
3943,109.084
3944,109.161
3945,109.197
3946,109.2
3947,109.075
3948,109.11
3949,109.124
3950,105.235
3951,109.113
3952,109.03
3953,109.251
3954,104.347
3955,109.252
3956,109.091
3957,105.39
3958,107.334
3959,109.141
3960,109.208
3961,109.251
3962,109.252
3963,109.182
3964,109.091
3965,109.042
3966,109.225
3967,109.135
3968,109.177
3969,109.065
3970,109.177
3971,109.277
3972,109.127
3973,109.163
3974,109.256
3975,109.18
3976,109.213
3977,103.404
3978,109.226
3979,107.344
3980,109.202
3981,109.165
3982,109.151
3985,109.291
3986,109.187
3987,109.196
3988,109.228
3989,109.165
3990,109.204
3991,109.2
3992,109.215
3993,109.209
3994,109.173
3995,109.181
3996,109.216
3997,109.164
3998,109.194
3999,107.29
4000,109.168
4001,109.239
4002,109.22
4003,109.155
4004,109.197
4005,109.194
4006,107.233
4007,107.268
4008,109.177
4009,109.206
4010,109.08
4011,109.235
4012,109.204
4013,109.199
4014,109.215
4015,109.161
4016,109.209
4017,109.149
4018,109.212
4020,109.171
4021,104.387
4022,109.264
4023,109.21
4024,109.243
4025,109.208
4026,109.154
4028,109.032
4029,109.16
4030,109.134
4031,109.165
4032,109.124
4033,109.113
4034,109.127
4035,101.11
4036,109.114
4038,109.159
4039,109.065
4040,109.042
4041,109.205
4042,109.184
4043,109.167
4044,101.991
4046,109.196
4047,109.185
4048,109.177
4049,107.03
4050,109.129
4051,109.17
4052,109.242
4053,107.157
4054,109.063
4055,109.05
4056,109.106
4057,108.917
4058,109.023
4059,108.971
4060,103.926
4061,109.188
4062,109.119
4063,109.058
4064,109.063
4065,109.264
4066,109.252
4067,109.182
4068,109.267
4069,109.198
4070,109.216
4071,109.077
4072,109.192
4074,109.151
4075,109.03
4076,109.158
4077,109.243
4078,109.227
4079,109.296
4080,109.213
4081,109.157
4082,109.178
4083,109.202
4084,106.858
4085,105.425
4086,109.166
4087,109.182
4088,109.082
4089,109.153
4090,109.151
4091,109.235
4092,109.226
4093,108.964
4094,109.124
4095,109.091
4096,109.229
4097,109.173
4098,107.087
4099,109.283
4100,109.085
4101,109.11
4102,109.135
4103,109.214
4104,109.196
4105,109.209
4106,109.276
4107,105.934
4108,107.2
4109,109.156
4110,109.258
4111,109.2
4112,109.094
4113,109.26
4115,109.204
4116,109.142
4117,109.216
4118,109.175
4121,109.151
4122,109.132
4123,109.059
4124,109.163
4125,109.246
4126,109.207
4127,109.116
4128,109.131
4129,109.14
4130,106.689
4131,109.174
4132,109.139
4133,109.207
4134,109.127
4135,107.374
4136,109.147
4137,109.201
4138,109.033
4139,109.114
4140,109.133
4141,109.217
4142,102.525
4143,109.219
4144,107.326
4145,109.19
4146,109.168
4147,109.088
4148,109.181
4149,109.153
4150,109.112
4151,109.282
4152,108.619
4153,109.094
4154,109.071
4155,109.255
4156,107.364
4157,109.122
4158,109.19
4159,109.189
4160,109.247
4161,109.15
4162,109.087
4163,109.258
4164,109.258
4166,109.121
4167,109.214
4168,109.122
4169,109.193
4170,109.212
4171,109.091
4172,109.144
4173,109.144
4174,109.144
4175,109.267
4176,108.726
4177,109.196
4178,109.109
4179,109.161
4180,109.136
4181,101.21
4182,109.172
4183,109.141
4184,109.09
4185,109.185
4186,109.219
4187,109.219
4188,104.013
4189,104.013
4190,104.013
4191,109.189
4192,109.189
4193,109.121
4194,109.121
4195,109.234
4196,109.162
4197,109.196
4198,109.277
4199,109.258
4200,109.312
4201,109.252
4202,109.138
4203,109.229
4204,109.222
4205,109.099
4206,108.972
4207,109.156
4208,109.179
